ID,Project,File Upload Id,Mark,Quantity,Area,Location,Door Ref,Door Size,Door Width,Door Height,Door Thickness,Door Material,Fire Rating,Frame Ref,Frame Size,Frame Width,Frame Height,Frame Throat,Hardware Ref,Remarks,Extra,Hardware Sets,Sync to Openings
1954,"""Hilton Garden Inn_Monroe, PA""",,010B,,,,D1,"2'-8"" x 6'-8""","2'-8""","6'-8""","1 3/4""",,,F1,,,,,26,,TO ROOM : CLOSET; SIZE : SGL; MATERIAL : SC WOOD; FINISH : ---; FRAME MATERIAL : HM; FINISH : ---; HEAD : ---; DETAIL JAMB : ---,,
1955,"""Hilton Garden Inn_Monroe, PA""",,012A,,,,D1,"3'-6"" x 7'-0""","3'-6""","7'-0""","1 3/4""",,,F1,,,,,19,,TO ROOM : LAUNDRY DISCHARGE; SIZE : SGL; MATERIAL : SC WOOD; FINISH : ---; FRAME MATERIAL : HM; FINISH : ---; HEAD : ---; DETAIL JAMB : ---; SILL : ; COMMENTS : ,,
1956,"""Hilton Garden Inn_Monroe, PA""",,GR-01,,,,D1,"3'-0"" x 6'-8""","3'-0""","6'-8""","1 3/4""",,90,D1,,,,,1,,TO ROOM : ENTRY; SIZE : SGL; DOOR MATERIAL : SC WOOD; FRAME TYPE : F1; FRAME MATERIAL : HM,,
1957,"""Hilton Garden Inn_Monroe, PA""",,GR-02,,,,D1,"3'-0"" x 6'-8""","3'-0""","6'-8""","1 3/4""",,45,D1,,,,,3,,TO ROOM : CONNECTING; SIZE : SGL; DOOR MATERIAL : SC WOOD; FRAME TYPE : F1; FRAME MATERIAL : HM; COMMENTS : B,,
1958,"""Hilton Garden Inn_Monroe, PA""",,GR-03,,,,D1,"2'-8"" x 6'-8""","2'-8""","6'-8""","1 3/8""",,,D1,,,,,6,,TO ROOM : BATH CAB; SIZE : SGL; DOOR MATERIAL : SC WOOD; FRAME TYPE : F1; FRAME MATERIAL : HM,,
1959,"""Hilton Garden Inn_Monroe, PA""",,GR-04,,,,D1,"3'-0"" x 6'-8""","3'-0""","6'-8""","1 3/4""",,,D1,,,,,4,,TO ROOM : OFFICE; SIZE : SGL; DOOR MATERIAL : SC WOOD; FRAME TYPE : F1; FRAME MATERIAL : HM,,
1960,"""Hilton Garden Inn_Monroe, PA""",,GR-05,,,,D1,"2'-8"" x 6'-8""","2'-8""","6'-8""","1 3/8""",,,D1,,,,,,,TO ROOM : BATH; SIZE : SGL; DOOR MATERIAL : SC WOOD; FRAME TYPE : F1; FRAME MATERIAL : HM,,
1961,"""Hilton Garden Inn_Monroe, PA""",,001E,,,,D1,"3'-0"" x 6'-8""","3'-0""","6'-8""","1 3/4""",,,D1,,,,,1,,LEVEL/SQ : LEVEL 0; TO ROOM : VESTIBULE; SIZE : SGL; DOOR MATERIAL : ALUM; FRAME MATERIAL : ALUM,,
1962,"""Hilton Garden Inn_Monroe, PA""",,001F,,,,D1,"3'-0"" x 6'-8""","3'-0""","6'-8""","1 3/4""",,,D1,,,,,2,,TO ROOM : EXTERIOR; SIZE : SGL; DOOR MATERIAL : HM; FRAME MATERIAL : HM,,
1963,"""Hilton Garden Inn_Monroe, PA""",,001C,,,,D1,"3'-0"" x 6'-8""","3'-0""","6'-8""","1 3/4""",,,D1,,,,,14,,TO ROOM : MECHANICAL; SIZE : SGL; DOOR MATERIAL : HM; FRAME MATERIAL : HM,,
1964,"""Hilton Garden Inn_Monroe, PA""",,002,,,,D1,"3'-0"" x 6'-8""","3'-0""","6'-8""","1 3/4""",,,D1,,,,,12,,TO ROOM : LOBBY; SIZE : SGL; DOOR MATERIAL : ALUM; FRAME MATERIAL : ALUM,,
1965,"""Hilton Garden Inn_Monroe, PA""",,003A,,,,D1,"3'-0"" x 6'-8""","3'-0""","6'-8""","1 3/4""",,,D1,,,,,15,,TO ROOM : OFFICE; SIZE : SGL; DOOR MATERIAL : HM; FRAME MATERIAL : HM,,
1966,"""Hilton Garden Inn_Monroe, PA""",,003B,,,,D4,"3'-0"" x 6'-8""","3'-0""","6'-8""","1 3/4""",,,D4,,,,,8,,TO ROOM : INDOOR POOL; SIZE : SGL; DOOR MATERIAL : ALUM; FRAME MATERIAL : ALUM,,
1967,"""Hilton Garden Inn_Monroe, PA""",,006A,,,,,0 x 0,,,,,,,,,,,,,TO ROOM : HOT GRID,,
1968,"""Hilton Garden Inn_Monroe, PA""",,007A,,,,,0 x 0,,,,,,,,,,,,,TO ROOM : KITCHEN,,
1969,"""Hilton Garden Inn_Monroe, PA""",,007B,,,,D1,"3'-0"" x 6'-8""","3'-0""","6'-8""","1 3/4""",,,D1,,,,,17,,TO ROOM : FOOD PREP; SIZE : SGL; DOOR MATERIAL : SC WOOD; FRAME TYPE : F1; FRAME MATERIAL : HM,,
1970,"""Hilton Garden Inn_Monroe, PA""",,007C,,,,D1,"3'-0"" x 6'-8""","3'-0""","6'-8""","1 3/4""",,,D1,,,,,17,,TO ROOM : FOOD PREP; SIZE : SGL; DOOR MATERIAL : SC WOOD; FRAME TYPE : F1; FRAME MATERIAL : HM,,
1971,"""Hilton Garden Inn_Monroe, PA""",,007D,,,,D1,"3'-0"" x 6'-8""","3'-0""","6'-8""","1 3/4""",,,D1,,,,,17,,TO ROOM : FOOD PREP; SIZE : SGL; DOOR MATERIAL : SC WOOD; FRAME TYPE : F1; FRAME MATERIAL : HM,,
1972,"""Hilton Garden Inn_Monroe, PA""",,010A,,,,D1,"3'-0"" x 6'-8""","3'-0""","6'-8""","1 3/4""",,,D1,,,,,20,,TO ROOM : MANAGERS OFFICE; SIZE : SGL; DOOR MATERIAL : SC WOOD; FRAME TYPE : F1; FRAME MATERIAL : HM,,
1973,"""Hilton Garden Inn_Monroe, PA""",,010B,,,,D1,"2'-6"" x 6'-8""","2'-6""","6'-8""","1 3/8""",,,D1,,,,,6,,TO ROOM : CLOSET; SIZE : SGL; DOOR MATERIAL : SC WOOD; FRAME TYPE : F1; FRAME MATERIAL : HM,,
1974,"""Hilton Garden Inn_Monroe, PA""",,011,,,,D1,"3'-0"" x 6'-8""","3'-0""","6'-8""","1 3/4""",,45,D1,,,,,5,,TO ROOM : UTILITY; SIZE : SGL; DOOR MATERIAL : SC WOOD; FRAME TYPE : F1; FRAME MATERIAL : HM,,
1975,"""Hilton Garden Inn_Monroe, PA""",,012,,,,,0 x 0,,,,,,,,,,,,,TO ROOM : DISCHARGE,,
1976,"""Hilton Garden Inn_Monroe, PA""",,013,,,,D1,"2'-8"" x 6'-8""","2'-8""","6'-8""","1 3/8""",,,D1,,,,,25,,TO ROOM : LAUNDRY; SIZE : SGL; DOOR MATERIAL : SC WOOD; FRAME TYPE : F1; FRAME MATERIAL : HM,,
1977,"""Hilton Garden Inn_Monroe, PA""",,014,,,,D1,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,60,D1,,,,,3,,TO ROOM : ENTRANCE; SIZE : SGL; DOOR MATERIAL : ALUM; FRAME MATERIAL : ALUM,,
1978,"""Hilton Garden Inn_Monroe, PA""",,015A,,,,D1,"2'-8"" x 7'-0""","2'-8""","7'-0""","1 3/4""",,,D1,,,,,26,,TO ROOM : DRYER ROOM; SIZE : SGL; DOOR MATERIAL : HM; FRAME TYPE : F1; FRAME MATERIAL : HM,,
1979,"""Hilton Garden Inn_Monroe, PA""",,015,,,,D1,"3'-0"" x 6'-8""","3'-0""","6'-8""","1 3/8""",,,D1,,,,,14,,TO ROOM : STORAGE; SIZE : SGL; DOOR MATERIAL : ALUM; FRAME MATERIAL : ALUM,,
1980,"""Hilton Garden Inn_Monroe, PA""",,015B,,,,D1,"3'-0"" x 6'-8""","3'-0""","6'-8""","1 3/8""",,,D1,,,,,14,,TO ROOM : POOL ROOM; SIZE : SGL; DOOR MATERIAL : HM; FRAME MATERIAL : ALUM,,
1981,"""Hilton Garden Inn_Monroe, PA""",,015A,,,,D1,"4'-0"" x 6'-8""","4'-0""","6'-8""","1 3/4""",,,D1,,,,,13,,TO ROOM : POOL MECHANICAL; SIZE : PB; DOOR MATERIAL : GAL/HM; FRAME TYPE : F2; FRAME MATERIAL : GAL/HM,,
1982,"""Hilton Garden Inn_Monroe, PA""",,015C,,,,D1,"4'-0"" x 6'-8""","4'-0""","6'-8""","1 3/4""",,,D1,,,,,12,,TO ROOM : POOL EQUIP; SIZE : PB; DOOR MATERIAL : GAL/HM; FRAME TYPE : F2; FRAME MATERIAL : GAL/HM,,
1983,"""Hilton Garden Inn_Monroe, PA""",,015D,,,,D1,"3'-0"" x 6'-8""","3'-0""","6'-8""","1 3/8""",,,D1,,,,,13,,TO ROOM : STORAGE; SIZE : SGL; DOOR MATERIAL : GAL/HM; FRAME MATERIAL : GAL/HM,,
1984,"""Hilton Garden Inn_Monroe, PA""",,016B,,,,D1,"2'-8"" x 6'-8""","2'-8""","6'-8""","1 3/8""",,,D1,,,,,14,,TO ROOM : POOL STORAGE; SIZE : SGL; DOOR MATERIAL : GAL/HM; FRAME MATERIAL : GAL/HM,,
1985,"""Hilton Garden Inn_Monroe, PA""",,017,,,,D1,"3'-0"" x 6'-8""","3'-0""","6'-8""","1 3/8""",,,D1,,,,,21,,TO ROOM : SUNDECK; SIZE : SGL; DOOR MATERIAL : GAL/HM; FRAME TYPE : F1; FRAME MATERIAL : GAL/HM,,
1986,"""Hilton Garden Inn_Monroe, PA""",,018,,,,D1,"2'-8"" x 6'-8""","2'-8""","6'-8""","1 3/8""",,90,D1,,,,,14,,TO ROOM : STORAGE; SIZE : SGL; DOOR MATERIAL : GAL/HM; FRAME TYPE : F1; FRAME MATERIAL : GAL/HM,,
1987,"""Hilton Garden Inn_Monroe, PA""",,020,,,,D1,"3'-0"" x 6'-8""","3'-0""","6'-8""","1 3/8""",,,D1,,,,,21,,TO ROOM : WOMENS; SIZE : SGL; DOOR MATERIAL : SC WOOD; FRAME TYPE : F1; FRAME MATERIAL : HM,,
1988,"""Hilton Garden Inn_Monroe, PA""",,021,,,,D1,"3'-0"" x 6'-8""","3'-0""","6'-8""","1 3/8""",,,D1,,,,,21,,TO ROOM : MENS; SIZE : SGL; DOOR MATERIAL : SC WOOD; FRAME TYPE : F1; FRAME MATERIAL : HM,,
1989,"""Hilton Garden Inn_Monroe, PA""",,022,,,,D1,"2'-8"" x 6'-8""","2'-8""","6'-8""","1 3/8""",,,D1,,,,,14,,TO ROOM : JANITOR; SIZE : SGL; DOOR MATERIAL : SC WOOD; FRAME TYPE : F1; FRAME MATERIAL : HM,,
1990,"""Hilton Garden Inn_Monroe, PA""",,023,,,,D1,"3'-0"" x 6'-8""","3'-0""","6'-8""","1 3/8""",,,D1,,,,,18,,TO ROOM : SALES; SIZE : SGL; DOOR MATERIAL : SC WOOD; FRAME TYPE : F1; FRAME MATERIAL : HM,,
1991,"""Hilton Garden Inn_Monroe, PA""",,024,,,,D5,"3'-0"" x 6'-8""","3'-0""","6'-8""","1 3/4""",,,D5,,,,,2,,TO ROOM : FITNESS ROOM; SIZE : SGL; DOOR MATERIAL : GL; FRAME TYPE : F1; FRAME MATERIAL : ALUM,,
1992,"""Hilton Garden Inn_Monroe, PA""",,025,,,,,0 x 0,,,,,,,,,,,,,TO ROOM : STAIRS,,
1993,"""Hilton Garden Inn_Monroe, PA""",,026B,,,,D1,"3'-0"" x 6'-8""","3'-0""","6'-8""","1 3/4""",,,D1,,,,,26,,TO ROOM : MECHANICAL; SIZE : SGL; DOOR MATERIAL : HM; FRAME TYPE : F1; FRAME MATERIAL : HM,,
1994,"""Hilton Garden Inn_Monroe, PA""",,026A,,,,D1,"3'-0"" x 6'-8""","3'-0""","6'-8""","1 3/4""",,45,D1,,,,,19,,TO ROOM : MECHANICAL ROOM; SIZE : SGL; DOOR MATERIAL : SC WOOD; FRAME TYPE : F1; FRAME MATERIAL : GAL/HM,,
1995,"""Hilton Garden Inn_Monroe, PA""",,026,,,,D1,"3'-0"" x 6'-8""","3'-0""","6'-8""","1 3/4""",,,D1,,,,,27,,TO ROOM : MECHANICAL; SIZE : SGL; DOOR MATERIAL : GAL/HM; FRAME TYPE : F1; FRAME MATERIAL : GAL/HM,,
1996,"""Hilton Garden Inn_Monroe, PA""",,027,,,,D1,"3'-0"" x 6'-8""","3'-0""","6'-8""","1 3/4""",,,D1,,,,,16,,TO ROOM : ELECTRICAL; SIZE : SGL; DOOR MATERIAL : HM; FRAME TYPE : F1; FRAME MATERIAL : GAL/HM,,
1997,"""Hilton Garden Inn_Monroe, PA""",,028,,,,D1,"3'-0"" x 6'-8""","3'-0""","6'-8""","1 3/4""",,,D1,,,,,17,,TO ROOM : FAB; SIZE : SGL; DOOR MATERIAL : SC WOOD; FRAME TYPE : F1; FRAME MATERIAL : HM,,
1998,"""Hilton Garden Inn_Monroe, PA""",,029,,,,D1,"2'-8"" x 6'-8""","2'-8""","6'-8""","1 3/8""",,,D1,,,,,14,,TO ROOM : JANITOR; SIZE : SGL; DOOR MATERIAL : SC WOOD; FRAME TYPE : F1; FRAME MATERIAL : HM,,
1999,"""Hilton Garden Inn_Monroe, PA""",,030,,,,D1,"3'-0"" x 6'-8""","3'-0""","6'-8""","1 3/4""",,,D1,,,,,17,,TO ROOM : ENGINEER; SIZE : SGL; DOOR MATERIAL : SC WOOD; FRAME TYPE : F1; FRAME MATERIAL : HM,,
2000,"""Hilton Garden Inn_Monroe, PA""",,031,,,,D1,"3'-0"" x 6'-8""","3'-0""","6'-8""","1 3/4""",,90,D1,,,,,5,,TO ROOM : STAIR 1; SIZE : SGL; DOOR MATERIAL : GAL/HM; FRAME TYPE : F1; FRAME MATERIAL : GAL/HM,,
2001,"""Hilton Garden Inn_Monroe, PA""",,032,,,,D1,"3'-0"" x 6'-8""","3'-0""","6'-8""","1 3/4""",,90,D1,,,,,5,,TO ROOM : STAIR 1; SIZE : SGL; DOOR MATERIAL : GAL/HM; FRAME TYPE : F1; FRAME MATERIAL : GAL/HM,,
2002,"""Hilton Garden Inn_Monroe, PA""",,032B,,,,D1,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,90,D1,,,,,16,,TO ROOM : STAIR 2; SIZE : SGL; DOOR MATERIAL : GAL/HM; FRAME TYPE : F1; FRAME MATERIAL : GAL/HM,,
2003,"""Hilton Garden Inn_Monroe, PA""",,113A,,,,D1,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,D1,,,,,22,,TO ROOM : GUEST CORRIDOR; SIZE : SGL; DOOR MATERIAL : ALUM; FRAME TYPE : F1; FRAME MATERIAL : ALUM,,
2004,"""Hilton Garden Inn_Monroe, PA""",,113B,,,,D1,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,D1,,,,,22,,TO ROOM : GUEST CORRIDOR; SIZE : SGL; DOOR MATERIAL : ALUM; FRAME TYPE : F1; FRAME MATERIAL : ALUM,,
2005,"""Hilton Garden Inn_Monroe, PA""",,XX6,,,,D2,"3'-0"" x 6'-8""","3'-0""","6'-8""","1 3/4""",,,D2,,,,,28,,TO ROOM : MEETING ROOM; SIZE : SGL; DOOR MATERIAL : SC WOOD; FRAME TYPE : F1; FRAME MATERIAL : HM,,
2006,"""Hilton Garden Inn_Monroe, PA""",,J-8,,,,D2,"4'-0"" x 6'-8""","4'-0""","6'-8""","1 3/4""",,45,D2,,,,,23,,TO ROOM : STAIRS; SIZE : PB; DOOR MATERIAL : SC WOOD; FRAME TYPE : F2; FRAME MATERIAL : HM,,
2007,"""Hilton Garden Inn_Monroe, PA""",,J-8,,,,D2,"4'-0"" x 6'-8""","4'-0""","6'-8""","1 3/4""",,90,D2,,,,,24,,TO ROOM : G ROOMS; SIZE : PB; DOOR MATERIAL : SC WOOD; FRAME TYPE : F1; FRAME MATERIAL : HM,,
2008,"""Hilton Garden Inn_Monroe, PA""",,J-9,,,,D2,"3'-0"" x 6'-8""","3'-0""","6'-8""","1 3/4""",,30,D2,,,,,16,,TO ROOM : HOUSEKEEPING; SIZE : SGL; DOOR MATERIAL : SC WOOD; FRAME TYPE : F1; FRAME MATERIAL : HM,,
2009,"""Hilton Garden Inn_Monroe, PA""",,J-11,,,,D2,"4'-0"" x 6'-8""","4'-0""","6'-8""","1 3/4""",,90,D2,,,,,4,,TO ROOM : STAIR #1; SIZE : PB; DOOR MATERIAL : HM; FRAME TYPE : F1; FRAME MATERIAL : HM,,
2010,"""Hilton Garden Inn_Monroe, PA""",,J-12,,,,D1,"3'-0"" x 6'-8""","3'-0""","6'-8""","1 3/4""",,90,D1,,,,,15,,TO ROOM : STAIR #3; SIZE : SGL; DOOR MATERIAL : HM; FRAME TYPE : F1; FRAME MATERIAL : HM,,
2015,"Homewood Suites_Celebration FL,Homewood Suites_Celebration FL","""Homewood Suites_Celebration FL, Homewood Suites_Celebration FL 2025-07-01 00:24""",,,,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,---,,,,,,,,ID : D-01; MATERIAL : HM; HW SET : 26,,
2016,"Homewood Suites_Celebration FL,Homewood Suites_Celebration FL","""Homewood Suites_Celebration FL, Homewood Suites_Celebration FL 2025-07-01 00:24""",,,,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,---,,,,,,,,ID : D-01; MATERIAL : HM; HW SET : 6,,
2017,"Homewood Suites_Celebration FL,Homewood Suites_Celebration FL","""Homewood Suites_Celebration FL, Homewood Suites_Celebration FL 2025-07-01 00:24""",,,,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,---,,,,,,,,ID : D-01; MATERIAL : HM; HW SET : 6,,
2018,"Homewood Suites_Celebration FL,Homewood Suites_Celebration FL","""Homewood Suites_Celebration FL, Homewood Suites_Celebration FL 2025-07-01 00:24""",,,,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,---,,,,,,,,ID : D-01; MATERIAL : HM; HW SET : 21,,
2019,"Homewood Suites_Celebration FL,Homewood Suites_Celebration FL","""Homewood Suites_Celebration FL, Homewood Suites_Celebration FL 2025-07-01 00:24""",,,,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,---,,,,,,,,ID : D-01; MATERIAL : HM; HW SET : 6,,
2020,"Homewood Suites_Celebration FL,Homewood Suites_Celebration FL","""Homewood Suites_Celebration FL, Homewood Suites_Celebration FL 2025-07-01 00:24""",,,,,,"3'-0"" x 8'-0""","3'-0""","8'-0""","1 3/4""",,---,,,,,,,,ID : D-02; MATERIAL : HM; HW SET : 6,,
2021,"Homewood Suites_Celebration FL,Homewood Suites_Celebration FL","""Homewood Suites_Celebration FL, Homewood Suites_Celebration FL 2025-07-01 00:24""",,,,,,"3'-0"" x 8'-0""","3'-0""","8'-0""","1 3/4""",,---,,,,,,,,ID : SF1; MATERIAL : ALUM / GLASS; HW SET : 6,,
2022,"Homewood Suites_Celebration FL,Homewood Suites_Celebration FL","""Homewood Suites_Celebration FL, Homewood Suites_Celebration FL 2025-07-01 00:24""",,,,,,"3'-0"" x 8'-0""","3'-0""","8'-0""","1 3/4""",,---,,,,,,,,ID : SF2; MATERIAL : ALUM / GLASS; HW SET : 6,,
2023,"Homewood Suites_Celebration FL,Homewood Suites_Celebration FL","""Homewood Suites_Celebration FL, Homewood Suites_Celebration FL 2025-07-01 00:24""",,,,,,"3'-0"" x 8'-0""","3'-0""","8'-0""","1 3/4""",,---,,,,,,,,ID : SF2; MATERIAL : ALUM / GLASS; HW SET : 6,,
2024,"Homewood Suites_Celebration FL,Homewood Suites_Celebration FL","""Homewood Suites_Celebration FL, Homewood Suites_Celebration FL 2025-07-01 00:24""",,,,,,"6'-0"" x 8'-0""","6'-0""","8'-0""","1 3/4""",,---,,,,,,,,ID : SF3; MATERIAL : ALUM / GLASS; HW SET : 8,,
2025,"Homewood Suites_Celebration FL,Homewood Suites_Celebration FL","""Homewood Suites_Celebration FL, Homewood Suites_Celebration FL 2025-07-01 00:24""",,,,,,"6'-0"" x 8'-0""","6'-0""","8'-0""","1 3/4""",,---,,,,,,,,ID : SF3; MATERIAL : ALUM / GLASS; HW SET : 8,,
2026,"Homewood Suites_Celebration FL,Homewood Suites_Celebration FL","""Homewood Suites_Celebration FL, Homewood Suites_Celebration FL 2025-07-01 00:24""",,,,,,"6'-0"" x 8'-0""","6'-0""","8'-0""","1 3/4""",,---,,,,,,,,ID : SF5; MATERIAL : ALUM / GLASS; HW SET : 7,,
2027,"Homewood Suites_Celebration FL,Homewood Suites_Celebration FL","""Homewood Suites_Celebration FL, Homewood Suites_Celebration FL 2025-07-01 00:24""",102,,,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,---,,,,,,,,ID : D-05; ROOM NAME : MEN RR; MATERIAL : SC WOOD; HW SET : 11,,
2028,"Homewood Suites_Celebration FL,Homewood Suites_Celebration FL","""Homewood Suites_Celebration FL, Homewood Suites_Celebration FL 2025-07-01 00:24""",103,,,,,"6'-0"" x 7'-0""","6'-0""","7'-0""","1 3/4""",,---,,,,,,,,ID : D-06; ROOM NAME : BOARD ROOM; MATERIAL : SC WOOD; HW SET : 23,,
2029,"Homewood Suites_Celebration FL,Homewood Suites_Celebration FL","""Homewood Suites_Celebration FL, Homewood Suites_Celebration FL 2025-07-01 00:24""",103,,,,,"3'-10"" x 11'-6""","3'-10""","11'-6""","1 3/4""",,---,,,,,,,,ID : D-13; ROOM NAME : BOARD ROOM; MATERIAL : Undefined,,
2030,"Homewood Suites_Celebration FL,Homewood Suites_Celebration FL","""Homewood Suites_Celebration FL, Homewood Suites_Celebration FL 2025-07-01 00:24""",103,,,,,"34'-7"" x 11'-6""","34'-7""","11'-6""","1 3/4""",,---,,,,,,,,ID : D-14; ROOM NAME : BOARD ROOM; MATERIAL : Undefined; REMARKS : None,,
2031,"Homewood Suites_Celebration FL,Homewood Suites_Celebration FL","""Homewood Suites_Celebration FL, Homewood Suites_Celebration FL 2025-07-01 00:24""",104,,,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,---,,,,,,,,ID : D-05; ROOM NAME : WOMEN RR; MATERIAL : SC WOOD; HW SET : 11,,
2032,"Homewood Suites_Celebration FL,Homewood Suites_Celebration FL","""Homewood Suites_Celebration FL, Homewood Suites_Celebration FL 2025-07-01 00:24""",106,,,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,45,,,,,,,,ID : D-01; ROOM NAME : KITCHEN; MATERIAL : SC WOOD; HW SET : 27,,
2033,"Homewood Suites_Celebration FL,Homewood Suites_Celebration FL","""Homewood Suites_Celebration FL, Homewood Suites_Celebration FL 2025-07-01 00:24""",106,,,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,45,,,,,,,,ID : D-05; ROOM NAME : KITCHEN; MATERIAL : SC WOOD; HW SET : 20,,
2034,"Homewood Suites_Celebration FL,Homewood Suites_Celebration FL","""Homewood Suites_Celebration FL, Homewood Suites_Celebration FL 2025-07-01 00:24""",106,,,,,"9'-8"" x 5'-4""","9'-8""","5'-4""","1 3/4""",,---,,,,,,,,ID : D-10; ROOM NAME : KITCHEN; MATERIAL : Undefined,,
2035,"Homewood Suites_Celebration FL,Homewood Suites_Celebration FL","""Homewood Suites_Celebration FL, Homewood Suites_Celebration FL 2025-07-01 00:24""",106,,,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,45,,,,,,,,ID : D-15; ROOM NAME : KITCHEN; MATERIAL : SC WOOD; HW SET : 20; REMARKS : TWO-WAY SWING,,
2036,"Homewood Suites_Celebration FL,Homewood Suites_Celebration FL","""Homewood Suites_Celebration FL, Homewood Suites_Celebration FL 2025-07-01 00:24""",107,,,,,"6'-0"" x 7'-0""","6'-0""","7'-0""","1 3/4""",,---,,,,,,,,ID : D-06; ROOM NAME : REFLECTION; MATERIAL : SC WOOD; HW SET : 31,,
2037,"Homewood Suites_Celebration FL,Homewood Suites_Celebration FL","""Homewood Suites_Celebration FL, Homewood Suites_Celebration FL 2025-07-01 00:24""",108,,,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,---,,,,,,,,ID : D-09; ROOM NAME : BANQUET STORAGE; MATERIAL : SC WOOD; HW SET : 18,,
2038,"Homewood Suites_Celebration FL,Homewood Suites_Celebration FL","""Homewood Suites_Celebration FL, Homewood Suites_Celebration FL 2025-07-01 00:24""",109,,,,,"12'-0"" x 8'-0""","12'-0""","8'-0""","1 3/4""",,---,,,,,,,,ID : D-11; ROOM NAME : BUFFET; MATERIAL : Undefined,,
2039,"Homewood Suites_Celebration FL,Homewood Suites_Celebration FL","""Homewood Suites_Celebration FL, Homewood Suites_Celebration FL 2025-07-01 00:24""",111,,,,,"11'-10"" x 10'-6""","11'-10""","10'-6""","1 3/4""",,---,,,,,,,,ID : D-12; ROOM NAME : DINING; MATERIAL : ALUM / GLASS; HW SET : 4,,
2040,"Homewood Suites_Celebration FL,Homewood Suites_Celebration FL","""Homewood Suites_Celebration FL, Homewood Suites_Celebration FL 2025-07-01 00:24""",112,,,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,---,,,,,,,,ID : D-01; ROOM NAME : DRY STORAGE; MATERIAL : HM; HW SET : 21,,
2041,"Homewood Suites_Celebration FL,Homewood Suites_Celebration FL","""Homewood Suites_Celebration FL, Homewood Suites_Celebration FL 2025-07-01 00:24""",112,,,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,---,,,,,,,,ID : D-01; ROOM NAME : DRY STORAGE; MATERIAL : HM; HW SET : 21,,
2042,"Homewood Suites_Celebration FL,Homewood Suites_Celebration FL","""Homewood Suites_Celebration FL, Homewood Suites_Celebration FL 2025-07-01 00:24""",116A,,,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,---,,,,,,,,ID : D-01; ROOM NAME : STAFF BREAK ROOM; MATERIAL : HM; HW SET : 15,,
2043,"Homewood Suites_Celebration FL,Homewood Suites_Celebration FL","""Homewood Suites_Celebration FL, Homewood Suites_Celebration FL 2025-07-01 00:24""",116A,,,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,45,,,,,,,,ID : D-05; ROOM NAME : STAFF BREAK ROOM; MATERIAL : SC WOOD; HW SET : 27,,
2044,"Homewood Suites_Celebration FL,Homewood Suites_Celebration FL","""Homewood Suites_Celebration FL, Homewood Suites_Celebration FL 2025-07-01 00:24""",117,,,,,"12'-0"" x 8'-0""","12'-0""","8'-0""","1 3/4""",,---,,,,,,,,ID : SF6; ROOM NAME : VESTIBULE A; MATERIAL : ALUM / GLASS; HW SET : 7; REMARKS : AUTOMATIC DOORS,,
2045,"Homewood Suites_Celebration FL,Homewood Suites_Celebration FL","""Homewood Suites_Celebration FL, Homewood Suites_Celebration FL 2025-07-01 00:24""",117,,,,,"12'-0"" x 8'-0""","12'-0""","8'-0""","1 3/4""",,---,,,,,,,,ID : SF6; ROOM NAME : VESTIBULE A; MATERIAL : ALUM / GLASS; HW SET : 7; REMARKS : AUTOMATIC DOORS,,
2046,"Homewood Suites_Celebration FL,Homewood Suites_Celebration FL","""Homewood Suites_Celebration FL, Homewood Suites_Celebration FL 2025-07-01 00:24""",118,,,,,"6'-0"" x 7'-0""","6'-0""","7'-0""","1 3/4""",,---,,,,,,,,ID : D-06; ROOM NAME : MECHANICAL; MATERIAL : HM; HW SET : 23,,
2047,"Homewood Suites_Celebration FL,Homewood Suites_Celebration FL","""Homewood Suites_Celebration FL, Homewood Suites_Celebration FL 2025-07-01 00:24""",119,,,,,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,---,,,,,,,,ID : D-05; ROOM NAME : RECEPTION; MATERIAL : SC WOOD; HW SET : 10,,
